bref_id,season,team,g,mp,ws
rosede01,2018,MIN,14,231,0
rosede01,2018,TOT,25,420,-0.2
rosede01,2019,MIN,51,1392,3
rosede01,2020,DET,50,1298,2.5
rosede01,2021,DET,15,342,0.4
rosede01,2021,NYK,40,1112,3.1999999999999997
rosede01,2021,TOT,50,1279,3.1
rossqu01,2010,DAL,27,301,0.3
rossqu01,2010,TOT,52,562,-0.1
rossqu01,2010,WAS,25,261,-0.4
rossqu01,2011,BRK,36,353,0
rosste01,2013,TOR,73,1239,0.9
rosste01,2014,TOR,88,2317,3.9000000000000004
rosste01,2015,TOR,86,2199,2.4
rosste01,2016,TOR,93,2082,3.8000000000000003
rosste01,2017,ORL,24,748,0.6
rosste01,2017,TOR,54,1207,2.9
rosste01,2017,TOT,78,1955,3.5
rosste01,2018,ORL,24,600,0.3
rosste01,2019,ORL,86,2296,4.3
rosste01,2020,ORL,74,2024,3.1
rosste01,2021,ORL,46,1347,0.9
roybr01,2010,POR,68,2502,8.9
roybr01,2011,POR,53,1448,2.4
roybr01,2013,MIN,5,122,0
roziete01,2016,BOS,44,410,-0.09999999999999998
roziete01,2017,BOS,91,1540,1.9
roziete01,2018,BOS,99,2764,7.8
roziete01,2019,BOS,88,1953,3.3000000000000003
roziete01,2020,CHO,63,2164,3
roziete01,2021,CHO,69,2383,5.2
rubiori01,2012,MIN,41,1404,2
rubiori01,2013,MIN,57,1691,3
rubiori01,2014,MIN,82,2638,5.9
rubiori01,2015,MIN,22,692,0.5
rubiori01,2016,MIN,76,2323,5.8
rubiori01,2017,MIN,75,2469,6.1
rubiori01,2018,UTA,83,2435,5.5
rubiori01,2019,UTA,73,2067,4
rubiori01,2020,PHO,65,2016,4.9
rubiori01,2021,MIN,68,1772,3.1
rudezda01,2015,IND,68,1047,1.3
rudezda01,2016,MIN,33,277,0.1
rudezda01,2017,ORL,45,314,0.1
rushbr01,2010,IND,82,2491,2.5
rushbr01,2011,IND,72,1809,2.7
rushbr01,2012,GSW,65,1717,3.5
rushbr01,2013,GSW,2,25,0
rushbr01,2014,UTA,38,418,-0.4
rushbr01,2015,GSW,36,278,-0.3
rushbr01,2016,GSW,86,1165,2.2
rushbr01,2017,MIN,47,1030,0.4
rushka01,2010,LAC,7,58,0
russeda01,2016,LAL,80,2259,0
russeda01,2017,LAL,63,1811,1.3
russeda01,2018,BRK,48,1234,0.4
russeda01,2019,BRK,86,2596,4.7
russeda01,2020,GSW,33,1060,1.3
russeda01,2020,MIN,12,392,0.5
russeda01,2020,TOT,45,1452,1.8
russeda01,2021,MIN,42,1196,1.6
russewa02,2012,DET,28,357,-0.4
sabondo01,2017,OKC,83,1638,0.8
sabondo01,2018,IND,81,1976,5.3
sabondo01,2019,IND,78,1934,7.8
sabondo01,2020,IND,62,2159,7.5
sabondo01,2021,IND,62,2231,6.9
sacrero01,2013,LAL,34,207,-0.1
sacrero01,2014,LAL,65,1089,1.4
sacrero01,2015,LAL,67,1133,0.8
sacrero01,2016,LAL,25,320,0.3
salmojo01,2010,CHI,51,1695,3.2
salmojo01,2010,MIL,37,1414,4.4
salmojo01,2010,TOT,81,2824,7.1
salmojo01,2011,MIL,73,2554,4.3
salmojo01,2012,SAC,46,1250,0.4
salmojo01,2013,SAC,76,2278,1.6
salmojo01,2014,SAC,18,445,0.3
salmojo01,2014,TOR,66,1358,1.4
salmojo01,2014,TOT,78,1726,1.7
salmojo01,2015,NOP,21,270,0.1
samanlu01,2020,SAS,3,48,0
samanlu01,2021,SAS,33,308,0.1
sampsbr01,2019,CHI,14,214,0
sampsja02,2015,PHI,74,1131,0.6
sampsja02,2016,DEN,26,469,0.4
sampsja02,2016,PHI,47,691,-0.3
sampsja02,2016,TOT,73,1160,0.1
sampsja02,2018,SAC,22,344,0.8
sampsja02,2019,CHI,4,127,0.5
sampsja02,2020,IND,38,521,1.3
sampsja02,2021,IND,29,316,0.3
samuesa01,2011,CLE,37,701,0
samuesa01,2012,CLE,54,825,0.7
samuesa01,2013,CLE,18,196,-0.1
sandela01,2011,MIL,60,872,1
sandela01,2012,MIL,52,643,1
sandela01,2013,MIL,75,2050,6
sandela01,2014,MIL,23,584,0.7
sandela01,2015,MIL,27,586,1.6
sandela01,2017,CLE,5,13,0
saricda01,2017,PHI,81,2129,1
saricda01,2018,PHI,88,2639,7.8
saricda01,2019,MIN,68,1627,3.3
saricda01,2019,PHI,13,396,0.2
saricda01,2019,TOT,81,2023,3.5
saricda01,2020,PHO,66,1632,3.6
saricda01,2021,PHO,62,1008,2.2
satorto01,2017,WAS,67,755,0.6
satorto01,2018,WAS,79,1703,4.8
satorto01,2019,WAS,80,2164,4.7
satorto01,2020,CHI,65,1878,3.5
satorto01,2021,CHI,58,1307,3.1
scalabr01,2010,BOS,53,473,0.2
scalabr01,2011,CHI,18,88,0.1
scalabr01,2012,CHI,28,122,0.3
schofad01,2020,WAS,33,368,0.1
schrode01,2014,ATL,51,648,-0.7
schrode01,2015,ATL,93,1806,2.6
schrode01,2016,ATL,90,1812,2.4000000000000004
schrode01,2017,ATL,85,2696,4.7
schrode01,2018,ATL,67,2078,2.6
schrode01,2019,OKC,84,2465,3.1999999999999997
schrode01,2020,OKC,72,2226,3.7
schrode01,2021,LAL,67,2152,4
scolalu01,2010,HOU,82,2671,6.3
scolalu01,2011,HOU,74,2412,5.5
scolalu01,2012,HOU,66,2067,3.4
scolalu01,2013,PHO,82,2184,4.4
scolalu01,2014,IND,100,1642,2.8
scolalu01,2015,IND,81,1659,4.4
scolalu01,2016,TOR,87,1776,3.1999999999999997
scolalu01,2017,BRK,36,461,0.8
scottmi01,2013,ATL,44,396,1
scottmi01,2014,ATL,87,1628,2.7
scottmi01,2015,ATL,79,1295,2.8000000000000003
scottmi01,2016,ATL,85,1307,3.7
scottmi01,2017,ATL,18,195,-0.1
scottmi01,2018,WAS,82,1532,2.9
scottmi01,2019,LAC,52,748,0.9
scottmi01,2019,PHI,37,840,1
scottmi01,2019,TOT,79,1395,1.6
scottmi01,2020,PHI,72,1227,2.5
scottmi01,2021,PHI,56,886,1
scrubja01,2021,LAC,9,89,-0.1
sefolth01,2010,OKC,88,2475,4.2
sefolth01,2011,OKC,96,2393,4.6
sefolth01,2012,OKC,62,1360,2.5
sefolth01,2013,OKC,92,2529,7.3999999999999995
sefolth01,2014,OKC,76,1820,3.2
sefolth01,2015,ATL,52,976,2.5
sefolth01,2016,ATL,85,1961,5
sefolth01,2017,ATL,66,1605,3.3
sefolth01,2018,UTA,38,806,2.6
sefolth01,2019,UTA,54,651,1.3
sefolth01,2020,HOU,41,436,0.7
selbyjo01,2012,MEM,29,237,-0.5
selbyjo01,2013,MEM,10,59,-0.2
seldewa01,2017,MEM,17,295,-0.1
seldewa01,2017,NOP,3,47,0.1
seldewa01,2017,TOT,14,236,0.1
seldewa01,2018,MEM,35,692,0.3
seldewa01,2019,CHI,43,984,-0.4
seldewa01,2019,MEM,32,455,0.1
seldewa01,2019,TOT,75,1439,-0.3
serapke01,2011,WAS,58,635,0.2
serapke01,2012,WAS,57,1176,2.3
serapke01,2013,WAS,79,1721,0.1
serapke01,2014,WAS,57,584,0.7000000000000001
serapke01,2015,WAS,85,1307,1.8
serapke01,2016,NYK,48,526,-0.2
serapke01,2017,IND,53,618,1
sessira01,2010,MIN,82,1732,1.1
sessira01,2011,CLE,81,2133,4.4
sessira01,2012,CLE,41,1006,1.8
sessira01,2012,LAL,35,1081,1.7
sessira01,2012,TOT,64,1707,3.7
sessira01,2013,CHO,61,1652,2.9
sessira01,2014,CHO,55,1305,2
sessira01,2014,MIL,28,909,2.3
sessira01,2014,TOT,83,2214,4.3
sessira01,2015,SAC,36,642,-0.3
sessira01,2015,TOT,64,1188,1.1
sessira01,2015,WAS,38,764,1.7
sessira01,2016,WAS,82,1667,3.8
sessira01,2017,CHO,50,811,0.9
sessira01,2018,NYK,13,167,-0.2
sessira01,2018,TOT,28,392,0.3
sessira01,2018,WAS,15,225,0.5
sextoco01,2019,CLE,82,2605,-0.6
sextoco01,2020,CLE,65,2143,2.5
sextoco01,2021,CLE,60,2115,3.5
shakumu01,2011,WAS,22,159,-0.4
shakumu01,2014,OKC,3,11,-0.1
shamela01,2019,LAC,31,868,1.2999999999999998
shamela01,2019,PHI,54,1108,2.2
shamela01,2019,TOT,79,1802,3.6
shamela01,2020,LAC,66,1695,2.7
shamela01,2021,BRK,73,1609,2.1
shayoma01,2020,PHI,4,28,-0.1
shengto01,2013,BRK,19,93,0
shengto01,2014,BRK,17,137,-0.2
shengto01,2014,CHI,9,17,0
shengto01,2014,TOT,26,154,-0.1
shumpim01,2012,NYK,60,1724,2.3
shumpim01,2013,NYK,57,1333,2.9
shumpim01,2014,NYK,74,1962,2
shumpim01,2015,CLE,58,1615,2.7
shumpim01,2015,NYK,24,625,0.3
shumpim01,2015,TOT,62,1545,1.5
shumpim01,2016,CLE,75,1683,2.2
shumpim01,2017,CLE,93,2212,2.6
shumpim01,2018,CLE,14,276,0
shumpim01,2019,HOU,28,491,0.30000000000000004
shumpim01,2019,SAC,42,1099,1.2
shumpim01,2019,TOT,62,1481,1.4
shumpim01,2020,BRK,13,241,0
shumpim01,2021,BRK,2,11,0
shvedal01,2013,MIN,77,1840,0.8
shvedal01,2014,MIN,63,664,0.2
shvedal01,2015,HOU,9,59,0
shvedal01,2015,NYK,16,423,1.2
shvedal01,2015,PHI,17,285,0.9
shvedal01,2015,TOT,42,767,2.2
siakapa01,2017,TOR,57,869,1.6
siakapa01,2018,TOR,91,1858,5.1000000000000005
siakapa01,2019,TOR,104,3439,11.700000000000001
siakapa01,2020,TOR,71,2528,5.800000000000001
siakapa01,2021,TOR,56,2006,4.2
siberjo01,2019,ATL,1,4,0
silasxa01,2012,PHI,4,43,-0.1
silasxa01,2018,BOS,2,7,0
silerga01,2011,PHO,21,101,0.1
silvach01,2020,MIA,44,346,1.3
silvach01,2021,MIA,11,83,0.2
silvach01,2021,SAC,4,9,0
silvach01,2021,TOT,15,92,0.2
simmobe01,2018,PHI,91,3101,10
simmobe01,2019,PHI,91,3121,9.6
simmobe01,2020,PHI,57,2017,6.9
simmobe01,2021,PHI,70,2279,7.4
simmobo01,2010,BRK,23,395,0.1
simmobo01,2011,SAS,2,16,0
simmobo01,2012,LAC,32,450,0.3
simmojo02,2016,SAS,58,839,2.1
simmojo02,2017,SAS,93,1698,2.6
simmojo02,2018,ORL,69,2029,1.9
simmojo02,2019,ORL,41,845,-0.2
simmojo02,2019,PHI,22,271,0.3
simmojo02,2019,TOT,56,1064,0.3
simmoko01,2018,MEM,32,643,-0.2
simmoko01,2019,CLE,1,2,0
simonan01,2019,POR,25,153,0
simonan01,2020,POR,74,1531,0.30000000000000004
simonan01,2021,POR,70,1211,2.1
simshe01,2013,NOP,2,5,0
simshe01,2014,CLE,20,168,0.2
simshe01,2014,PHI,26,707,1.9
simshe01,2014,TOT,46,875,2.1
simshe01,2015,PHI,73,1399,2.1
simshe01,2016,BRK,14,263,0.4
singlch01,2012,WAS,66,1431,1.5
singlch01,2013,WAS,57,924,0.5
singlch01,2014,WAS,25,250,0.2
singlja01,2010,DAL,25,211,0.2
singlja01,2010,TOT,57,977,1.1
singlja01,2010,WAS,32,766,0.9
singlja01,2012,WAS,12,262,1
singlky01,2013,DET,82,2293,2.3
singlky01,2014,DET,82,2337,4.4
singlky01,2015,DET,54,1287,1.6
singlky01,2015,OKC,26,456,0.4
singlky01,2015,TOT,80,1743,2
singlky01,2016,OKC,74,1028,1.1
singlky01,2017,OKC,33,395,0.3
singlky01,2018,OKC,12,59,0
sirvyde01,2021,DET,20,133,0
sivape01,2014,DET,24,224,-0.2
skinnbr01,2010,LAC,16,123,0
skinnbr01,2011,MIL,2,6,0
skinnbr01,2012,MEM,1,4,0
sloando01,2012,ATL,5,20,0
sloando01,2012,CLE,25,608,-0.3
sloando01,2012,NOP,3,41,-0.1
sloando01,2012,TOT,33,669,-0.3
sloando01,2013,CLE,20,257,0.1
sloando01,2013,NOP,3,6,0
sloando01,2013,TOT,23,263,0.1
sloando01,2014,IND,52,407,0.3
sloando01,2015,IND,53,1107,2
sloando01,2016,BRK,61,1318,2
smailal01,2020,GSW,14,139,0.2
smailal01,2021,GSW,15,84,0
smartma01,2015,BOS,71,1898,3
smartma01,2016,BOS,67,1860,3.1999999999999997
smartma01,2017,BOS,97,2937,3.7
smartma01,2018,BOS,69,2063,2.3
smartma01,2019,BOS,82,2232,5.2
smartma01,2020,BOS,77,2567,5.7
smartma01,2021,BOS,53,1764,3.4
smithch05,2014,NYK,2,2,0
smithcr01,2010,LAC,75,1232,3
smithcr01,2011,LAC,48,586,1.5
smithcr01,2012,POR,47,464,1
smithde03,2018,DAL,69,2049,-0.7
smithde03,2019,DAL,32,908,0.2
smithde03,2019,NYK,21,600,-0.2
smithde03,2019,TOT,53,1508,0
smithde03,2020,NYK,34,537,-0.9
smithde03,2021,DET,20,392,0.6
smithde03,2021,NYK,3,28,0
smithde03,2021,TOT,23,420,0.6
smithgr02,2012,HOU,8,69,0.2
smithgr02,2013,HOU,75,1169,4.1
smithgr02,2014,HOU,11,100,0.2
smithgr02,2015,DAL,43,364,0.8
smithgr02,2016,MIN,18,192,0.2
smithis01,2011,HOU,28,329,0
smithis01,2011,MEM,20,123,-0.2
smithis01,2011,TOT,43,442,-0.1
smithis01,2012,GSW,6,63,0.1
smithis01,2012,ORL,21,176,0.2
smithis01,2012,TOT,26,234,0.3
smithis01,2013,MIL,20,149,0.1
smithis01,2013,ORL,36,378,-0.6
smithis01,2013,TOT,52,516,-0.4
smithis01,2014,PHO,70,1006,1
smithis01,2015,OKC,30,155,0
smithis01,2015,PHI,25,677,-0.1
smithis01,2015,TOT,55,832,-0.1
smithis01,2016,NOP,27,617,0.9
smithis01,2016,PHI,50,1622,0.4
smithis01,2016,TOT,77,2239,1.3
smithis01,2017,DET,81,1955,3.1
smithis01,2018,DET,82,2043,4.4
smithis01,2019,DET,60,1332,1.4
smithis01,2020,WAS,68,1787,1.9
smithis01,2021,WAS,49,1035,1
smithja02,2010,PHI,56,658,0.7
smithja02,2011,NOP,83,1160,1.6
smithja02,2012,NOP,40,947,2.2
smithja02,2013,NOP,51,876,1.7
smithja02,2014,NOP,31,830,0.9
smithja02,2015,NYK,82,1785,1.2
smithja02,2016,ORL,76,1181,1.8
smithja02,2017,WAS,87,1225,2.5
smithja02,2018,WAS,34,287,0
smithja02,2019,MIL,6,40,0
smithja02,2019,NOP,2,20,0
smithja02,2019,TOT,20,190,0.2
smithja02,2019,WAS,12,130,0.2
smithja04,2021,PHO,32,172,0.1
smithje01,2012,BRK,5,46,0
smithjo02,2010,ATL,69,616,0.8
smithjo02,2011,LAL,17,55,-0.1
smithjo02,2011,BRK,4,25,-0.1
smithjo02,2011,TOT,16,69,-0.1
smithjo03,2010,ATL,92,3263,10.3
smithjo03,2011,ATL,89,3083,6.800000000000001
smithjo03,2012,ATL,71,2525,7
smithjo03,2013,ATL,82,2882,4.4
smithjo03,2014,DET,77,2730,1.1
smithjo03,2015,DET,28,896,0.2
smithjo03,2015,HOU,72,1800,2.4
smithjo03,2015,TOT,83,2300,2.3
smithjo03,2016,HOU,27,459,-0.4
smithjo03,2016,LAC,32,459,0.3
smithjo03,2016,TOT,55,880,0
smithjo03,2018,NOP,3,12,0
smithjr01,2010,DEN,81,2241,2.9000000000000004
smithjr01,2011,DEN,84,2044,4.9
smithjr01,2012,NYK,40,1142,2.1
smithjr01,2013,NYK,91,3029,6.8
smithjr01,2014,NYK,74,2421,3.7
smithjr01,2015,CLE,64,2021,5.3
smithjr01,2015,NYK,24,619,-0.1
smithjr01,2015,TOT,70,2080,3.7
smithjr01,2016,CLE,98,3092,7.6
smithjr01,2017,CLE,59,1674,1.8
smithjr01,2018,CLE,102,2950,1.7
smithjr01,2019,CLE,11,222,-0.2
smithjr01,2020,LAL,16,154,-0.30000000000000004
smithno01,2012,POR,44,541,-0.3
smithno01,2013,POR,40,288,-0.5
smithru01,2015,MEM,8,39,0.2
smithru01,2015,NOP,6,29,-0.3
smithru01,2015,TOT,12,65,-0.1
smithru01,2016,MEM,15,66,-0.1
smithzh01,2019,PHI,8,116,0.1
smithzh01,2020,PHI,7,32,-0.1
snellto01,2014,CHI,82,1277,1.5
snellto01,2015,CHI,83,1552,2.5
snellto01,2016,CHI,64,1301,0.4
snellto01,2017,MIL,86,2521,3.9
snellto01,2018,MIL,82,2187,2.3
snellto01,2019,MIL,83,1332,3.2
snellto01,2020,DET,59,1641,2.6
snellto01,2021,ATL,56,1058,1.7
songada01,2010,NOP,75,1410,1.3
songada01,2011,PHI,10,71,0
southja01,2014,CHO,1,3,-0.1
southja01,2014,NOP,3,27,0.1
southja01,2014,TOT,4,30,0
spaldra01,2019,DAL,1,1,0
spaldra01,2019,PHO,13,147,0.2
spaldra01,2019,TOT,14,148,0.2
spaldra01,2021,HOU,2,19,-0.1
speigma01,2010,PHI,62,1016,2.1
speigma01,2011,PHI,66,755,1.5999999999999999
speigma01,2012,MEM,67,1445,3
speigma01,2013,CLE,39,721,1.4
speigma01,2013,MEM,40,579,1.4
speigma01,2013,TOT,79,1300,2.8
speigma01,2014,GSW,86,1050,2.3000000000000003
speigma01,2015,GSW,86,1274,4
speigma01,2016,GSW,96,1033,2
speigma01,2017,LAC,89,1384,4.4
speigma01,2018,ORL,52,675,0.6
spellom01,2019,ATL,46,805,1.2
spellom01,2020,GSW,49,886,1.2
splitti01,2011,SAS,63,788,2.5
splitti01,2012,SAS,72,1289,5.1
splitti01,2013,SAS,100,2385,9.2
splitti01,2014,SAS,82,1787,6.9
splitti01,2015,SAS,59,1153,4
splitti01,2016,ATL,36,579,1.7
splitti01,2017,PHI,8,76,0.1
stackje01,2010,MIL,49,999,1.1
stackje01,2011,MIA,7,50,0
stackje01,2012,ATL,30,273,0.3
stackje01,2013,BRK,41,572,0.2
stanlca01,2021,IND,24,93,-0.1
stausni01,2015,SAC,73,1127,0.5
stausni01,2016,PHI,73,1809,0.5
stausni01,2017,PHI,80,2188,1.4
stausni01,2018,BRK,35,478,0.4
stausni01,2018,PHI,6,45,0
stausni01,2018,TOT,41,523,0.3
stausni01,2019,CLE,24,342,0.3
stausni01,2019,POR,44,673,0.8
stausni01,2019,TOT,68,1015,1.1
stephal01,2016,LAC,4,12,0
stephal01,2016,MEM,4,61,0.1
stephal01,2016,TOT,8,73,0.1
stephdj01,2014,MIL,3,15,0
stephdj01,2019,MEM,1,7,0
stephla01,2011,IND,12,115,-0.2
stephla01,2012,IND,46,454,-0.4
stephla01,2013,IND,97,2951,6.6
stephla01,2014,IND,97,3457,8.6
stephla01,2015,CHO,61,1573,-0.9
stephla01,2016,LAC,43,680,0.9
stephla01,2016,MEM,30,787,1.3
stephla01,2016,TOT,69,1372,2.2
stephla01,2017,IND,10,239,0.2
stephla01,2017,MIN,6,67,-0.1
stephla01,2017,NOP,6,162,0.1
stephla01,2017,TOT,18,361,0.1
stephla01,2018,IND,89,1999,2.1
stephla01,2019,LAL,68,1123,1.1
stevede01,2010,DAL,26,273,-0.2
stevede01,2010,TOT,64,883,-0.4
stevede01,2010,WAS,40,616,-0.3
stevede01,2011,DAL,93,1490,2.2
stevede01,2012,BRK,51,960,-0.3
stevede01,2013,ATL,60,1203,1.6
stevela01,2021,CLE,40,499,0.4
stewais01,2021,DET,68,1455,4
stiemgr01,2012,BOS,74,909,3.3000000000000003
stiemgr01,2013,MIN,76,1209,1.7
stiemgr01,2014,NOP,55,1007,1.5
stiemgr01,2015,TOR,18,68,0.2
stockda01,2015,SAC,3,33,0
stockda01,2018,UTA,5,15,0.1
stojape01,2010,NOP,62,1947,2.7
stojape01,2011,DAL,44,856,1.7
stojape01,2011,NOP,6,89,0.3
stojape01,2011,TOR,2,22,0.1
stojape01,2011,TOT,33,617,1.6
stokeja01,2015,MEM,19,126,0.5
stokeja01,2016,MEM,2,4,0
stokeja01,2016,MIA,5,14,0.1
stokeja01,2016,TOT,7,18,0.1
stokeja01,2017,DEN,2,7,0.1
stonedi01,2017,LAC,7,24,-0.1
stoneju01,2012,DEN,24,184,0.4
stoneju01,2013,DEN,6,41,0.1
stoneju01,2014,TOR,21,120,0.2
stoneju01,2018,CHO,23,175,0.3
stoudam01,2010,PHO,98,3422,12.5
stoudam01,2011,NYK,82,3004,7.9
stoudam01,2012,NYK,51,1682,4.3999999999999995
stoudam01,2013,NYK,33,715,2.7
stoudam01,2014,NYK,65,1466,3.8
stoudam01,2015,DAL,28,455,1.4
stoudam01,2015,NYK,36,865,2.2
stoudam01,2015,TOT,59,1245,3.6
stoudam01,2016,MIA,61,844,2.6
strusma01,2020,CHI,2,6,0
strusma01,2021,MIA,41,513,0.9
stuckro01,2010,DET,73,2499,2.7
stuckro01,2011,DET,70,2183,5
stuckro01,2012,DET,55,1644,4.5
stuckro01,2013,DET,76,2171,2.5
stuckro01,2014,DET,73,1950,2.2
stuckro01,2015,IND,71,1874,4
stuckro01,2016,IND,65,1400,2.1
stuckro01,2017,IND,39,696,-0.1
sullija01,2013,BOS,45,892,2.7
sullija01,2014,BOS,74,2041,3.9
sullija01,2015,BOS,62,1646,4.2
sullija01,2016,BOS,87,1996,4.7
sullija01,2017,TOR,11,118,-0.1
summeda01,2010,DET,44,405,0
summeda01,2011,DET,22,199,-0.3
summeda01,2012,NOP,15,209,0.2
summeda01,2013,LAC,2,7,0
sumneed01,2018,IND,1,2,0
sumneed01,2019,IND,24,212,0.1
sumneed01,2020,IND,34,488,0.30000000000000004
sumneed01,2021,IND,53,861,1.4
swanica01,2018,POR,28,197,0
swanica01,2019,POR,18,145,-0.3
swanica01,2019,SAC,3,33,0
swanica01,2019,TOT,21,178,-0.2
swanica01,2020,POR,20,265,0.1
swanica01,2020,SAC,7,23,-0.1
swanica01,2020,TOT,27,288,0
sypa01,2011,ATL,7,32,0.1
tateja01,2021,HOU,70,2043,3.8
tatumja01,2018,BOS,99,3126,8.7
tatumja01,2019,BOS,88,2750,5.5
tatumja01,2020,BOS,83,2955,9.2
tatumja01,2021,BOS,69,2475,6.9
tavarwa01,2016,ATL,11,73,0.2
tavarwa01,2017,ATL,1,4,0
tavarwa01,2017,CLE,1,24,0.1
tavarwa01,2017,TOT,2,28,0.1
taylois01,2017,HOU,7,62,0
taylois01,2018,ATL,67,1167,0.6
tayloje02,2010,HOU,31,303,0.1
tayloje02,2011,HOU,8,77,0
tayloje02,2011,SAC,26,406,0.1
tayloje02,2011,TOT,34,483,0.1
tayloje03,2013,CHO,77,1507,1.2
tayloje03,2014,CHO,26,629,-0.2
tayloje03,2015,CHO,29,430,0.3
tayloty01,2013,BRK,40,223,-0.4
tayloty01,2014,BRK,23,270,-0.6
teaguje01,2010,ATL,80,778,0.5
teaguje01,2011,ATL,78,1201,2.4
teaguje01,2012,ATL,72,2408,6.7
teaguje01,2013,ATL,86,2841,6.1
teaguje01,2014,ATL,86,2784,5.7
teaguje01,2015,ATL,89,2757,8.7
teaguje01,2016,ATL,89,2534,6.300000000000001
teaguje01,2017,IND,86,2799,8.5
teaguje01,2018,MIN,75,2464,5
teaguje01,2019,MIN,42,1264,2.2
teaguje01,2020,ATL,25,519,0.4
teaguje01,2020,MIN,34,945,2.1
teaguje01,2020,TOT,59,1464,2.5
teaguje01,2021,BOS,34,616,0.8
teaguje01,2021,MIL,29,382,0.8
teaguje01,2021,TOT,55,950,1.6
teaguma01,2013,CHI,56,464,-0.4
teaguma01,2014,BRK,21,201,-0.1
teaguma01,2014,CHI,19,242,-0.5
teaguma01,2014,TOT,40,443,-0.5
teaguma01,2018,MEM,3,74,-0.1
teletmi01,2013,BRK,54,500,0.9
teletmi01,2014,BRK,84,1616,3.2
teletmi01,2015,BRK,43,908,0.4
teletmi01,2016,PHO,79,1686,3.8
teletmi01,2017,MIL,73,1160,0.5
teletmi01,2018,MIL,10,159,0.3
telfase01,2010,CLE,4,77,0.1
telfase01,2010,LAC,39,582,0.2
telfase01,2010,TOT,43,659,0.3
telfase01,2011,MIN,37,711,0.1
telfase01,2012,PHO,60,895,1.1
telfase01,2013,PHO,46,795,0.7
telfase01,2013,TOR,13,185,0.1
telfase01,2013,TOT,59,980,0.8
telfase01,2015,OKC,16,327,0.4
templga01,2010,HOU,9,118,0
templga01,2010,SAC,5,23,0
templga01,2010,SAS,19,208,0.3
templga01,2010,TOT,27,334,0.4
templga01,2011,CHO,12,126,-0.3
templga01,2011,MIL,9,83,0
templga01,2011,SAS,3,21,-0.1
templga01,2011,TOT,24,230,-0.4
templga01,2013,WAS,51,1156,1.2
templga01,2014,WAS,85,647,0.3
templga01,2015,WAS,56,761,1.4
templga01,2016,WAS,80,1951,2.7
templga01,2017,SAC,65,1728,2.2
templga01,2018,SAC,65,1615,1.2
templga01,2019,LAC,32,573,0.6
templga01,2019,MEM,49,1530,1.6
templga01,2019,TOT,75,2040,2.2
templga01,2020,BRK,66,1867,2.1
templga01,2021,CHI,56,1528,1.6
teodomi01,2018,LAC,45,1134,1.4
teodomi01,2019,LAC,15,150,-0.1
terreja01,2019,MIN,14,111,-0.3
terryem01,2019,MIA,1,3,0
terryem01,2019,PHO,2,20,0.1
terryem01,2019,TOT,3,23,0.1
terryja01,2010,DAL,83,2714,6.8
terryja01,2011,DAL,103,3248,7.9
terryja01,2012,DAL,67,2139,4
terryja01,2013,BOS,85,2313,4.6
terryja01,2014,BRK,35,570,0.2
terryja01,2015,HOU,94,2128,4.1
terryja01,2016,HOU,77,1382,1.5
terryja01,2017,MIL,80,1433,2.1
terryja01,2018,MIL,54,858,0.7
terryty01,2021,DAL,11,56,-0.1
thabeha01,2010,MEM,68,883,2
thabeha01,2011,HOU,2,4,0
thabeha01,2011,MEM,45,369,0.3
thabeha01,2011,TOT,47,373,0.3
thabeha01,2012,HOU,5,23,0.1
thabeha01,2012,POR,15,116,0.2
thabeha01,2012,TOT,20,139,0.3
thabeha01,2013,OKC,70,796,2.2
thabeha01,2014,OKC,25,199,0
theisda01,2018,BOS,63,936,3.5
theisda01,2019,BOS,73,950,3.5
theisda01,2020,BOS,82,2048,8
theisda01,2021,BOS,42,1027,2.9
theisda01,2021,CHI,23,574,1.4
theisda01,2021,TOT,65,1601,4.3
thomaad01,2014,ORL,4,24,0
thomaad01,2014,PHI,2,13,0
thomaad01,2014,TOT,6,37,0
thomabr01,2021,CLE,28,375,0.1
thomabr01,2021,HOU,4,24,0
thomabr01,2021,TOT,32,399,0.1
thomaet01,2010,OKC,25,338,0.30000000000000004
thomaet01,2011,ATL,14,89,0.2
thomais02,2012,SAC,65,1656,4.3
thomais02,2013,SAC,79,2122,5
thomais02,2014,SAC,72,2497,7.7
thomais02,2015,BOS,25,664,2.2
thomais02,2015,PHO,46,1181,4
thomais02,2015,TOT,67,1726,6.1
thomais02,2016,BOS,88,2864,10.2
thomais02,2017,BOS,91,3090,13.3
thomais02,2018,CLE,15,406,-0.1
thomais02,2018,LAL,17,456,0.2
thomais02,2018,TOT,32,862,0.2
thomais02,2019,DEN,12,181,-0.3
thomais02,2020,WAS,40,925,0
thomais02,2021,NOP,3,48,-0.2
thomake01,2010,SAC,26,313,0.4
thomakh01,2019,DET,29,210,0
thomakh01,2020,DET,8,61,0
thomakh01,2021,HOU,5,153,0.5
thomaku01,2010,MIL,77,1248,2.4
thomaku01,2011,CHI,59,1252,3.4000000000000004
thomaku01,2012,POR,53,803,1.1
thomaku01,2013,NYK,39,392,1.1
thomala01,2012,NOP,42,630,1.2
thomala01,2013,NOP,59,646,1.2
thomala01,2014,NOP,5,42,-0.1
thomala01,2015,NYK,40,1040,-0.5
thomala01,2015,OKC,22,450,0
thomala01,2015,TOT,62,1490,-0.4
thomala01,2016,NYK,59,1313,1.7
thomala01,2017,NYK,46,968,0.9
